測試次數,期間,訊號,樣本數,Y1(報酬率),Y2(波動率),Y3(夏普)
第 398 次,2020-2026,X3,92988,-0.369253,0.509405,-0.7249
第 399 次,2015-2019,X1,300103,-0.525443,0.615189,-0.8541
第 399 次,2015-2019,X2,152262,-0.335173,0.545471,-0.6145
第 399 次,2015-2019,X3,44783,-0.440451,0.555451,-0.7930
第 399 次,2020-2026,X1,587959,-0.445231,0.570159,-0.7809
第 399 次,2020-2026,X2,287831,-0.305891,0.509511,-0.6004
第 399 次,2020-2026,X3,92810,-0.369490,0.510652,-0.7236
第 400 次,2015-2019,X1,300419,-0.526345,0.615447,-0.8552
第 400 次,2015-2019,X2,153161,-0.337165,0.545853,-0.6177
第 400 次,2015-2019,X3,45358,-0.443113,0.559619,-0.7918
第 400 次,2020-2026,X1,588296,-0.445226,0.570143,-0.7809
第 400 次,2020-2026,X2,288189,-0.305806,0.510752,-0.5987
第 400 次,2020-2026,X3,92603,-0.374599,0.511324,-0.7326
第 401 次,2015-2019,X1,300198,-0.525129,0.614210,-0.8550
第 401 次,2015-2019,X2,153230,-0.338414,0.546509,-0.6192
第 401 次,2015-2019,X3,45065,-0.443213,0.555128,-0.7984
第 401 次,2020-2026,X1,586868,-0.445205,0.570835,-0.7799
第 401 次,2020-2026,X2,288968,-0.306977,0.512427,-0.5991
第 401 次,2020-2026,X3,93065,-0.369753,0.510947,-0.7237
第 402 次,2015-2019,X1,300603,-0.525405,0.612818,-0.8574
第 402 次,2015-2019,X2,152583,-0.336706,0.546500,-0.6161
第 402 次,2015-2019,X3,45269,-0.439005,0.553425,-0.7933
第 402 次,2020-2026,X1,587524,-0.443986,0.570327,-0.7785
第 402 次,2020-2026,X2,288017,-0.306281,0.510935,-0.5995
第 402 次,2020-2026,X3,92640,-0.370245,0.513722,-0.7207
第 403 次,2015-2019,X1,300948,-0.527842,0.616056,-0.8568
第 403 次,2015-2019,X2,153399,-0.336463,0.545547,-0.6167
第 403 次,2015-2019,X3,45237,-0.445356,0.555335,-0.8020
第 403 次,2020-2026,X1,587878,-0.443980,0.570045,-0.7788
第 403 次,2020-2026,X2,287077,-0.306546,0.512066,-0.5986
第 403 次,2020-2026,X3,92176,-0.371618,0.514351,-0.7225
第 404 次,2015-2019,X1,300264,-0.525197,0.612064,-0.8581
第 404 次,2015-2019,X2,152995,-0.334014,0.544739,-0.6132
第 404 次,2015-2019,X3,45541,-0.442771,0.555993,-0.7964
第 404 次,2020-2026,X1,588113,-0.445990,0.571451,-0.7805
第 404 次,2020-2026,X2,288257,-0.305769,0.511943,-0.5973
第 404 次,2020-2026,X3,92693,-0.371476,0.511143,-0.7268
第 405 次,2015-2019,X1,300769,-0.525967,0.615068,-0.8551
第 405 次,2015-2019,X2,152895,-0.335823,0.546193,-0.6148
第 405 次,2015-2019,X3,44917,-0.444596,0.560396,-0.7934
第 405 次,2020-2026,X1,587252,-0.445300,0.570083,-0.7811
第 405 次,2020-2026,X2,289349,-0.306048,0.511927,-0.5978
第 405 次,2020-2026,X3,92913,-0.372872,0.513409,-0.7263
第 406 次,2015-2019,X1,300595,-0.525497,0.613796,-0.8561
第 406 次,2015-2019,X2,152231,-0.339211,0.549257,-0.6176
第 406 次,2015-2019,X3,44478,-0.442018,0.556669,-0.7940
第 406 次,2020-2026,X1,587966,-0.444362,0.569957,-0.7796
第 406 次,2020-2026,X2,288238,-0.307016,0.511912,-0.5997
第 406 次,2020-2026,X3,92715,-0.372592,0.513465,-0.7256
第 407 次,2015-2019,X1,300848,-0.523472,0.612980,-0.8540
第 407 次,2015-2019,X2,153178,-0.337942,0.547232,-0.6175
第 407 次,2015-2019,X3,45211,-0.440730,0.550966,-0.7999
第 407 次,2020-2026,X1,587110,-0.443874,0.569842,-0.7789
第 407 次,2020-2026,X2,288873,-0.306609,0.512112,-0.5987
第 407 次,2020-2026,X3,92485,-0.370986,0.512164,-0.7243
第 408 次,2015-2019,X1,300248,-0.525866,0.615806,-0.8539
第 408 次,2015-2019,X2,152715,-0.336633,0.545151,-0.6175
第 408 次,2015-2019,X3,45136,-0.437833,0.550504,-0.7953
第 408 次,2020-2026,X1,587545,-0.444774,0.569203,-0.7814
第 408 次,2020-2026,X2,288512,-0.307030,0.513406,-0.5980
第 408 次,2020-2026,X3,92654,-0.373482,0.516918,-0.7225
第 409 次,2015-2019,X1,300278,-0.526264,0.614504,-0.8564
第 409 次,2015-2019,X2,153373,-0.334404,0.547413,-0.6109
第 409 次,2015-2019,X3,45560,-0.443465,0.555161,-0.7988
第 409 次,2020-2026,X1,587141,-0.444058,0.568757,-0.7808
第 409 次,2020-2026,X2,288911,-0.305621,0.511673,-0.5973
第 409 次,2020-2026,X3,92378,-0.369233,0.512924,-0.7199
第 410 次,2015-2019,X1,299978,-0.525622,0.614711,-0.8551
第 410 次,2015-2019,X2,152742,-0.335235,0.547267,-0.6126
第 410 次,2015-2019,X3,45041,-0.442515,0.556568,-0.7951
第 410 次,2020-2026,X1,586718,-0.444558,0.570860,-0.7788
第 410 次,2020-2026,X2,288690,-0.306163,0.510959,-0.5992
第 410 次,2020-2026,X3,92694,-0.368855,0.513628,-0.7181
第 411 次,2015-2019,X1,299975,-0.527037,0.614047,-0.8583
第 411 次,2015-2019,X2,152182,-0.335826,0.546380,-0.6146
第 411 次,2015-2019,X3,45042,-0.439351,0.553264,-0.7941
第 411 次,2020-2026,X1,587789,-0.443675,0.569525,-0.7790
第 411 次,2020-2026,X2,288817,-0.306366,0.511212,-0.5993
第 411 次,2020-2026,X3,92968,-0.372669,0.515836,-0.7225
第 412 次,2015-2019,X1,301319,-0.525738,0.613113,-0.8575
第 412 次,2015-2019,X2,152524,-0.334202,0.546392,-0.6117
第 412 次,2015-2019,X3,44951,-0.442021,0.558803,-0.7910
第 412 次,2020-2026,X1,588466,-0.444617,0.570283,-0.7796
第 412 次,2020-2026,X2,288102,-0.306155,0.511072,-0.5990
第 412 次,2020-2026,X3,92592,-0.370989,0.511448,-0.7254
第 413 次,2015-2019,X1,300065,-0.525311,0.615305,-0.8537
第 413 次,2015-2019,X2,152840,-0.335617,0.546344,-0.6143
第 413 次,2015-2019,X3,45122,-0.439873,0.556105,-0.7910
第 413 次,2020-2026,X1,587765,-0.444796,0.570094,-0.7802
第 413 次,2020-2026,X2,288725,-0.306623,0.509543,-0.6018
第 413 次,2020-2026,X3,92575,-0.373449,0.514430,-0.7259
第 414 次,2015-2019,X1,300255,-0.526036,0.613482,-0.8575
第 414 次,2015-2019,X2,152697,-0.336273,0.546051,-0.6158
第 414 次,2015-2019,X3,45286,-0.445174,0.556764,-0.7996
第 414 次,2020-2026,X1,587743,-0.444358,0.569573,-0.7802
第 414 次,2020-2026,X2,288508,-0.306757,0.510220,-0.6012
第 414 次,2020-2026,X3,92736,-0.370759,0.513397,-0.7222
第 415 次,2015-2019,X1,300671,-0.525174,0.614202,-0.8551
第 415 次,2015-2019,X2,152617,-0.337585,0.549355,-0.6145
第 415 次,2015-2019,X3,44893,-0.441442,0.555559,-0.7946
第 415 次,2020-2026,X1,587830,-0.444756,0.569902,-0.7804
第 415 次,2020-2026,X2,288388,-0.305728,0.510586,-0.5988
第 415 次,2020-2026,X3,92682,-0.370266,0.512185,-0.7229
第 416 次,2015-2019,X1,300548,-0.527550,0.615169,-0.8576
第 416 次,2015-2019,X2,152862,-0.335231,0.546103,-0.6139
第 416 次,2015-2019,X3,45146,-0.440080,0.550640,-0.7992
第 416 次,2020-2026,X1,587899,-0.444504,0.569297,-0.7808
第 416 次,2020-2026,X2,287757,-0.307759,0.513520,-0.5993
第 416 次,2020-2026,X3,92600,-0.368819,0.512095,-0.7202
第 417 次,2015-2019,X1,300205,-0.524127,0.614189,-0.8534
第 417 次,2015-2019,X2,152530,-0.336204,0.547925,-0.6136
第 417 次,2015-2019,X3,45017,-0.442368,0.557075,-0.7941
第 417 次,2020-2026,X1,588165,-0.443691,0.569533,-0.7790
第 417 次,2020-2026,X2,288471,-0.305544,0.511283,-0.5976
第 417 次,2020-2026,X3,93122,-0.368318,0.511456,-0.7201
第 418 次,2015-2019,X1,300452,-0.524617,0.612784,-0.8561
第 418 次,2015-2019,X2,152531,-0.337261,0.549540,-0.6137
第 418 次,2015-2019,X3,44704,-0.443520,0.557295,-0.7958
第 418 次,2020-2026,X1,587790,-0.444417,0.570327,-0.7792
第 418 次,2020-2026,X2,289136,-0.307127,0.510636,-0.6015
第 418 次,2020-2026,X3,92704,-0.370396,0.511794,-0.7237
第 419 次,2015-2019,X1,300591,-0.526986,0.615039,-0.8568
第 419 次,2015-2019,X2,153206,-0.334824,0.546884,-0.6122
第 419 次,2015-2019,X3,45232,-0.439630,0.558961,-0.7865
第 419 次,2020-2026,X1,588498,-0.443099,0.569861,-0.7776
第 419 次,2020-2026,X2,287885,-0.307459,0.511744,-0.6008
第 419 次,2020-2026,X3,92519,-0.369178,0.513227,-0.7193
第 420 次,2015-2019,X1,300312,-0.525650,0.613289,-0.8571
第 420 次,2015-2019,X2,151896,-0.335086,0.544432,-0.6155
第 420 次,2015-2019,X3,44558,-0.444610,0.555915,-0.7998
第 420 次,2020-2026,X1,587658,-0.445311,0.570513,-0.7805
第 420 次,2020-2026,X2,288235,-0.304258,0.509959,-0.5966
第 420 次,2020-2026,X3,92927,-0.370865,0.512225,-0.7240
第 421 次,2015-2019,X1,300383,-0.527156,0.615195,-0.8569
第 421 次,2015-2019,X2,153289,-0.336472,0.546324,-0.6159
第 421 次,2015-2019,X3,45234,-0.440366,0.556823,-0.7909
第 421 次,2020-2026,X1,586898,-0.445221,0.570038,-0.7810
第 421 次,2020-2026,X2,288558,-0.306962,0.511397,-0.6002
第 421 次,2020-2026,X3,92734,-0.370346,0.510834,-0.7250
第 422 次,2015-2019,X1,300937,-0.526188,0.615978,-0.8542
第 422 次,2015-2019,X2,153344,-0.336731,0.547889,-0.6146
第 422 次,2015-2019,X3,44641,-0.443479,0.558223,-0.7944
第 422 次,2020-2026,X1,587788,-0.444557,0.570720,-0.7789
第 422 次,2020-2026,X2,287546,-0.306818,0.511618,-0.5997
第 422 次,2020-2026,X3,91986,-0.368149,0.505760,-0.7279
第 423 次,2015-2019,X1,300814,-0.525639,0.615364,-0.8542
第 423 次,2015-2019,X2,152559,-0.336621,0.546788,-0.6156
第 423 次,2015-2019,X3,45217,-0.441797,0.558090,-0.7916
第 423 次,2020-2026,X1,587598,-0.444500,0.570005,-0.7798
第 423 次,2020-2026,X2,288242,-0.307658,0.512334,-0.6005
第 423 次,2020-2026,X3,92285,-0.371993,0.512530,-0.7258
第 424 次,2015-2019,X1,300406,-0.525338,0.614812,-0.8545
第 424 次,2015-2019,X2,152904,-0.337082,0.546308,-0.6170
第 424 次,2015-2019,X3,45061,-0.443587,0.557023,-0.7964
第 424 次,2020-2026,X1,587508,-0.445162,0.569789,-0.7813
第 424 次,2020-2026,X2,288550,-0.306468,0.509990,-0.6009
第 424 次,2020-2026,X3,92537,-0.368779,0.508320,-0.7255
第 425 次,2015-2019,X1,300546,-0.525378,0.614746,-0.8546
第 425 次,2015-2019,X2,152371,-0.333509,0.544916,-0.6120
第 425 次,2015-2019,X3,45172,-0.443358,0.555965,-0.7975
第 425 次,2020-2026,X1,587775,-0.445021,0.569947,-0.7808
第 425 次,2020-2026,X2,288314,-0.305030,0.510438,-0.5976
第 425 次,2020-2026,X3,92596,-0.369300,0.513234,-0.7196
第 426 次,2015-2019,X1,300365,-0.526676,0.614803,-0.8567
第 426 次,2015-2019,X2,152794,-0.334451,0.546747,-0.6117
第 426 次,2015-2019,X3,45083,-0.442679,0.556978,-0.7948
第 426 次,2020-2026,X1,587638,-0.443788,0.570430,-0.7780
第 426 次,2020-2026,X2,288556,-0.306138,0.510439,-0.5998
第 426 次,2020-2026,X3,92807,-0.371558,0.513228,-0.7240
第 427 次,2015-2019,X1,300220,-0.523742,0.613037,-0.8543
第 427 次,2015-2019,X2,152745,-0.336778,0.549747,-0.6126
第 427 次,2015-2019,X3,44964,-0.444642,0.557051,-0.7982
第 427 次,2020-2026,X1,588155,-0.443329,0.570073,-0.7777
第 427 次,2020-2026,X2,287947,-0.307012,0.511027,-0.6008
第 427 次,2020-2026,X3,92889,-0.370862,0.511369,-0.7252
第 428 次,2015-2019,X1,300723,-0.525388,0.614087,-0.8556
第 428 次,2015-2019,X2,152330,-0.337760,0.547569,-0.6168
第 428 次,2015-2019,X3,45316,-0.446958,0.559982,-0.7982
第 428 次,2020-2026,X1,587074,-0.445109,0.570536,-0.7802
第 428 次,2020-2026,X2,288161,-0.306264,0.512243,-0.5979
第 428 次,2020-2026,X3,92806,-0.367987,0.507029,-0.7258
第 429 次,2015-2019,X1,300589,-0.526083,0.615721,-0.8544
第 429 次,2015-2019,X2,152718,-0.336723,0.546954,-0.6156
第 429 次,2015-2019,X3,45258,-0.437538,0.555886,-0.7871
第 429 次,2020-2026,X1,587341,-0.444470,0.570238,-0.7794
第 429 次,2020-2026,X2,288124,-0.306926,0.509994,-0.6018
第 429 次,2020-2026,X3,92510,-0.368065,0.506720,-0.7264
第 430 次,2015-2019,X1,300664,-0.524920,0.614918,-0.8536
第 430 次,2015-2019,X2,152856,-0.335792,0.546533,-0.6144
第 430 次,2015-2019,X3,45234,-0.443799,0.554471,-0.8004
第 430 次,2020-2026,X1,586540,-0.443649,0.569408,-0.7791
第 430 次,2020-2026,X2,289358,-0.305773,0.511208,-0.5981
第 430 次,2020-2026,X3,92756,-0.369284,0.512658,-0.7203
第 431 次,2015-2019,X1,300773,-0.525469,0.612708,-0.8576
第 431 次,2015-2019,X2,153092,-0.335884,0.546639,-0.6145
第 431 次,2015-2019,X3,45303,-0.446987,0.565735,-0.7901
第 431 次,2020-2026,X1,587438,-0.444563,0.570146,-0.7797
第 431 次,2020-2026,X2,287300,-0.306717,0.512207,-0.5988
第 431 次,2020-2026,X3,92476,-0.372629,0.511996,-0.7278
第 432 次,2015-2019,X1,300824,-0.523038,0.612354,-0.8541
第 432 次,2015-2019,X2,153026,-0.335061,0.543504,-0.6165
第 432 次,2015-2019,X3,45053,-0.438396,0.551990,-0.7942
第 432 次,2020-2026,X1,587644,-0.445188,0.570418,-0.7805
第 432 次,2020-2026,X2,288032,-0.307044,0.512227,-0.5994
第 432 次,2020-2026,X3,92466,-0.368678,0.511684,-0.7205
第 433 次,2015-2019,X1,300551,-0.525439,0.613293,-0.8568
第 433 次,2015-2019,X2,152500,-0.335293,0.547253,-0.6127
第 433 次,2015-2019,X3,44937,-0.447768,0.560761,-0.7985
第 433 次,2020-2026,X1,587855,-0.444952,0.570703,-0.7797
第 433 次,2020-2026,X2,287741,-0.305707,0.511147,-0.5981
第 433 次,2020-2026,X3,92533,-0.371446,0.511435,-0.7263
第 434 次,2015-2019,X1,300794,-0.525197,0.614611,-0.8545
第 434 次,2015-2019,X2,152656,-0.338376,0.549429,-0.6159
第 434 次,2015-2019,X3,44908,-0.439589,0.552502,-0.7956
第 434 次,2020-2026,X1,588054,-0.445058,0.570243,-0.7805
第 434 次,2020-2026,X2,288183,-0.306115,0.511376,-0.5986
第 434 次,2020-2026,X3,92484,-0.372214,0.513436,-0.7249
第 435 次,2015-2019,X1,301061,-0.526275,0.614397,-0.8566
第 435 次,2015-2019,X2,153611,-0.336374,0.549209,-0.6125
第 435 次,2015-2019,X3,45069,-0.440798,0.557234,-0.7910
第 435 次,2020-2026,X1,587611,-0.445358,0.569264,-0.7823
第 435 次,2020-2026,X2,288844,-0.306044,0.511538,-0.5983
第 435 次,2020-2026,X3,92549,-0.368409,0.510994,-0.7210
第 436 次,2015-2019,X1,300508,-0.525017,0.613708,-0.8555
第 436 次,2015-2019,X2,152790,-0.338185,0.549130,-0.6159
第 436 次,2015-2019,X3,45244,-0.440411,0.551965,-0.7979
第 436 次,2020-2026,X1,586797,-0.443917,0.569447,-0.7796
第 436 次,2020-2026,X2,288285,-0.305359,0.511579,-0.5969
第 436 次,2020-2026,X3,92532,-0.368923,0.511787,-0.7209
第 437 次,2015-2019,X1,300841,-0.523851,0.612990,-0.8546
第 437 次,2015-2019,X2,152849,-0.335467,0.545434,-0.6150
第 437 次,2015-2019,X3,44986,-0.436841,0.552503,-0.7907
第 437 次,2020-2026,X1,587296,-0.444433,0.570684,-0.7788
第 437 次,2020-2026,X2,288445,-0.306327,0.511550,-0.5988
第 437 次,2020-2026,X3,93059,-0.368529,0.510311,-0.7222
第 438 次,2015-2019,X1,300283,-0.525580,0.614230,-0.8557
第 438 次,2015-2019,X2,152660,-0.335809,0.547070,-0.6138
第 438 次,2015-2019,X3,45164,-0.446397,0.559908,-0.7973
第 438 次,2020-2026,X1,587705,-0.445348,0.570436,-0.7807
第 438 次,2020-2026,X2,288439,-0.304989,0.510770,-0.5971
第 438 次,2020-2026,X3,92441,-0.370901,0.513909,-0.7217
第 439 次,2015-2019,X1,300227,-0.524086,0.612131,-0.8562
第 439 次,2015-2019,X2,152690,-0.337592,0.546132,-0.6182
第 439 次,2015-2019,X3,45324,-0.445474,0.559446,-0.7963
第 439 次,2020-2026,X1,587092,-0.444767,0.569434,-0.7811
第 439 次,2020-2026,X2,288100,-0.305926,0.510719,-0.5990
第 439 次,2020-2026,X3,92531,-0.370725,0.512974,-0.7227
第 440 次,2015-2019,X1,300830,-0.526635,0.615127,-0.8561
第 440 次,2015-2019,X2,152643,-0.337708,0.547149,-0.6172
第 440 次,2015-2019,X3,44849,-0.438794,0.555328,-0.7902
第 440 次,2020-2026,X1,587523,-0.443008,0.569871,-0.7774
第 440 次,2020-2026,X2,288106,-0.305809,0.510828,-0.5987
第 440 次,2020-2026,X3,92970,-0.369713,0.512418,-0.7215
第 441 次,2015-2019,X1,300629,-0.525083,0.613014,-0.8566
第 441 次,2015-2019,X2,152965,-0.337950,0.547881,-0.6168
第 441 次,2015-2019,X3,45142,-0.442498,0.562442,-0.7867
第 441 次,2020-2026,X1,588541,-0.443579,0.569043,-0.7795
第 441 次,2020-2026,X2,288116,-0.306575,0.511985,-0.5988
第 441 次,2020-2026,X3,92585,-0.369518,0.513362,-0.7198
第 442 次,2015-2019,X1,300532,-0.525772,0.614245,-0.8560
第 442 次,2015-2019,X2,152762,-0.338941,0.550599,-0.6156
第 442 次,2015-2019,X3,45387,-0.440548,0.557756,-0.7899
第 442 次,2020-2026,X1,589017,-0.444618,0.570077,-0.7799
第 442 次,2020-2026,X2,287682,-0.304981,0.510059,-0.5979
第 442 次,2020-2026,X3,92176,-0.368910,0.511076,-0.7218
第 443 次,2015-2019,X1,301364,-0.525798,0.614869,-0.8551
第 443 次,2015-2019,X2,153266,-0.334574,0.546478,-0.6122
第 443 次,2015-2019,X3,45114,-0.441056,0.556161,-0.7930
第 443 次,2020-2026,X1,586855,-0.444929,0.569967,-0.7806
第 443 次,2020-2026,X2,288088,-0.306856,0.512259,-0.5990
第 443 次,2020-2026,X3,92719,-0.372378,0.514587,-0.7236
第 444 次,2015-2019,X1,300352,-0.525481,0.614596,-0.8550
第 444 次,2015-2019,X2,153167,-0.336143,0.546681,-0.6149
第 444 次,2015-2019,X3,45166,-0.447888,0.560981,-0.7984
第 444 次,2020-2026,X1,587895,-0.443701,0.569260,-0.7794
第 444 次,2020-2026,X2,288461,-0.305634,0.512579,-0.5963
第 444 次,2020-2026,X3,93015,-0.370790,0.509727,-0.7274
第 445 次,2015-2019,X1,300300,-0.524981,0.613532,-0.8557
第 445 次,2015-2019,X2,152994,-0.337789,0.548588,-0.6157
第 445 次,2015-2019,X3,44900,-0.441619,0.555870,-0.7945
第 445 次,2020-2026,X1,587793,-0.444588,0.569881,-0.7801
第 445 次,2020-2026,X2,287806,-0.306734,0.511394,-0.5998
第 445 次,2020-2026,X3,92732,-0.369129,0.513367,-0.7190
第 446 次,2015-2019,X1,300292,-0.526077,0.612627,-0.8587
第 446 次,2015-2019,X2,153544,-0.336898,0.546259,-0.6167
第 446 次,2015-2019,X3,45176,-0.445849,0.562878,-0.7921
第 446 次,2020-2026,X1,588310,-0.443894,0.569743,-0.7791
第 446 次,2020-2026,X2,287350,-0.304654,0.511710,-0.5954
第 446 次,2020-2026,X3,92370,-0.365068,0.508619,-0.7178
第 447 次,2015-2019,X1,300602,-0.526415,0.614319,-0.8569
第 447 次,2015-2019,X2,153191,-0.335683,0.545065,-0.6159
第 447 次,2015-2019,X3,45032,-0.446351,0.560365,-0.7965
第 447 次,2020-2026,X1,587696,-0.444898,0.570975,-0.7792
第 447 次,2020-2026,X2,287687,-0.304975,0.509833,-0.5982
第 447 次,2020-2026,X3,92583,-0.371284,0.510162,-0.7278
第 448 次,2015-2019,X1,300511,-0.526192,0.614989,-0.8556
第 448 次,2015-2019,X2,152805,-0.335872,0.548682,-0.6121
第 448 次,2015-2019,X3,44865,-0.440253,0.553365,-0.7956
第 448 次,2020-2026,X1,588706,-0.443671,0.568428,-0.7805
第 448 次,2020-2026,X2,287895,-0.305431,0.511728,-0.5969
第 448 次,2020-2026,X3,92157,-0.370097,0.513180,-0.7212
第 449 次,2015-2019,X1,300358,-0.525917,0.614740,-0.8555
第 449 次,2015-2019,X2,152939,-0.337782,0.545562,-0.6191
第 449 次,2015-2019,X3,45267,-0.446686,0.560207,-0.7974
第 449 次,2020-2026,X1,587025,-0.444773,0.570088,-0.7802
第 449 次,2020-2026,X2,288356,-0.307409,0.512355,-0.6000
第 449 次,2020-2026,X3,92718,-0.373328,0.514162,-0.7261
第 450 次,2015-2019,X1,300296,-0.524063,0.612503,-0.8556
第 450 次,2015-2019,X2,153343,-0.337540,0.547570,-0.6164
第 450 次,2015-2019,X3,45252,-0.444763,0.559484,-0.7950
第 450 次,2020-2026,X1,587587,-0.444293,0.569177,-0.7806
第 450 次,2020-2026,X2,287933,-0.305167,0.511464,-0.5967
第 450 次,2020-2026,X3,92696,-0.369245,0.509299,-0.7250
第 451 次,2015-2019,X1,300600,-0.525856,0.614781,-0.8554
第 451 次,2015-2019,X2,152987,-0.336646,0.547198,-0.6152
第 451 次,2015-2019,X3,45277,-0.438923,0.556301,-0.7890
第 451 次,2020-2026,X1,587987,-0.444636,0.570777,-0.7790
第 451 次,2020-2026,X2,288436,-0.304569,0.510086,-0.5971
第 451 次,2020-2026,X3,92096,-0.367175,0.509534,-0.7206
第 452 次,2015-2019,X1,300491,-0.525199,0.612871,-0.8569
第 452 次,2015-2019,X2,153042,-0.336250,0.549978,-0.6114
第 452 次,2015-2019,X3,45059,-0.438856,0.559595,-0.7842
第 452 次,2020-2026,X1,586777,-0.443536,0.568964,-0.7795
第 452 次,2020-2026,X2,288386,-0.306322,0.510832,-0.5997
第 452 次,2020-2026,X3,92817,-0.371212,0.512383,-0.7245
第 453 次,2015-2019,X1,300187,-0.526674,0.615463,-0.8557
第 453 次,2015-2019,X2,152611,-0.334781,0.545676,-0.6135
第 453 次,2015-2019,X3,45243,-0.437595,0.551436,-0.7936
第 453 次,2020-2026,X1,587309,-0.444633,0.570566,-0.7793
第 453 次,2020-2026,X2,288279,-0.305697,0.510606,-0.5987
第 453 次,2020-2026,X3,92629,-0.368973,0.508234,-0.7260
第 454 次,2015-2019,X1,300572,-0.525242,0.614820,-0.8543
第 454 次,2015-2019,X2,152576,-0.338307,0.546957,-0.6185
第 454 次,2015-2019,X3,45056,-0.443729,0.556642,-0.7972
第 454 次,2020-2026,X1,587424,-0.444541,0.569775,-0.7802
第 454 次,2020-2026,X2,288605,-0.304323,0.510599,-0.5960
第 454 次,2020-2026,X3,92743,-0.371953,0.513306,-0.7246
第 455 次,2015-2019,X1,300415,-0.526633,0.615028,-0.8563
第 455 次,2015-2019,X2,152952,-0.335326,0.546421,-0.6137
第 455 次,2015-2019,X3,44995,-0.442580,0.559005,-0.7917
第 455 次,2020-2026,X1,588945,-0.444124,0.569819,-0.7794
第 455 次,2020-2026,X2,287900,-0.307286,0.512950,-0.5991
第 455 次,2020-2026,X3,92136,-0.372770,0.513951,-0.7253
第 456 次,2015-2019,X1,300793,-0.526016,0.615859,-0.8541
第 456 次,2015-2019,X2,152604,-0.336786,0.548216,-0.6143
第 456 次,2015-2019,X3,44717,-0.444504,0.558046,-0.7965
第 456 次,2020-2026,X1,587384,-0.444134,0.569182,-0.7803
第 456 次,2020-2026,X2,288493,-0.306827,0.512841,-0.5983
第 456 次,2020-2026,X3,92389,-0.369976,0.510411,-0.7249
第 457 次,2015-2019,X1,300439,-0.523970,0.612596,-0.8553
第 457 次,2015-2019,X2,153067,-0.336453,0.547704,-0.6143
第 457 次,2015-2019,X3,45295,-0.439922,0.555673,-0.7917
第 457 次,2020-2026,X1,586806,-0.443954,0.570064,-0.7788
第 457 次,2020-2026,X2,288190,-0.305782,0.509630,-0.6000
第 457 次,2020-2026,X3,92617,-0.371399,0.511979,-0.7254
第 458 次,2015-2019,X1,301284,-0.524805,0.613746,-0.8551
第 458 次,2015-2019,X2,152784,-0.336389,0.546218,-0.6159
第 458 次,2015-2019,X3,44751,-0.443680,0.558440,-0.7945
第 458 次,2020-2026,X1,588009,-0.444970,0.570318,-0.7802
第 458 次,2020-2026,X2,287942,-0.308342,0.512122,-0.6021
第 458 次,2020-2026,X3,92783,-0.369263,0.510420,-0.7234
第 459 次,2015-2019,X1,299978,-0.525569,0.616612,-0.8523
第 459 次,2015-2019,X2,153156,-0.335922,0.546159,-0.6151
第 459 次,2015-2019,X3,45336,-0.440080,0.552148,-0.7970
第 459 次,2020-2026,X1,588513,-0.444470,0.568761,-0.7815
第 459 次,2020-2026,X2,288151,-0.306598,0.511380,-0.5995
第 459 次,2020-2026,X3,92603,-0.369006,0.509020,-0.7249
第 460 次,2015-2019,X1,301001,-0.525538,0.614072,-0.8558
第 460 次,2015-2019,X2,152330,-0.338545,0.546177,-0.6198
第 460 次,2015-2019,X3,44985,-0.442159,0.555290,-0.7963
第 460 次,2020-2026,X1,587501,-0.444923,0.570745,-0.7795
第 460 次,2020-2026,X2,288076,-0.306081,0.512330,-0.5974
第 460 次,2020-2026,X3,92883,-0.373312,0.513511,-0.7270
第 461 次,2015-2019,X1,300641,-0.524576,0.614994,-0.8530
第 461 次,2015-2019,X2,153464,-0.335209,0.546260,-0.6136
第 461 次,2015-2019,X3,45453,-0.443325,0.558725,-0.7935
第 461 次,2020-2026,X1,588156,-0.444893,0.569888,-0.7807
第 461 次,2020-2026,X2,287788,-0.307031,0.511838,-0.5999
第 461 次,2020-2026,X3,92580,-0.371679,0.511325,-0.7269
第 462 次,2015-2019,X1,300409,-0.526962,0.613257,-0.8593
第 462 次,2015-2019,X2,152347,-0.338086,0.547541,-0.6175
第 462 次,2015-2019,X3,45361,-0.435910,0.552033,-0.7896
第 462 次,2020-2026,X1,588297,-0.444765,0.569503,-0.7810
第 462 次,2020-2026,X2,288074,-0.307234,0.512006,-0.6001
第 462 次,2020-2026,X3,92353,-0.370458,0.511560,-0.7242
第 463 次,2015-2019,X1,300998,-0.525357,0.614451,-0.8550
第 463 次,2015-2019,X2,152496,-0.334978,0.546224,-0.6133
第 463 次,2015-2019,X3,45203,-0.439500,0.554570,-0.7925
第 463 次,2020-2026,X1,587531,-0.445570,0.570082,-0.7816
第 463 次,2020-2026,X2,287455,-0.305442,0.511287,-0.5974
第 463 次,2020-2026,X3,92441,-0.371399,0.514208,-0.7223
第 464 次,2015-2019,X1,300647,-0.526800,0.615845,-0.8554
第 464 次,2015-2019,X2,152928,-0.336010,0.547260,-0.6140
第 464 次,2015-2019,X3,44969,-0.442773,0.559030,-0.7920
第 464 次,2020-2026,X1,587091,-0.445717,0.570016,-0.7819
第 464 次,2020-2026,X2,288226,-0.307838,0.513680,-0.5993
第 464 次,2020-2026,X3,92529,-0.371421,0.510908,-0.7270
第 465 次,2015-2019,X1,300976,-0.524651,0.614203,-0.8542
